Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Type,Transmission Type,Gear num
2.0,4,3,12.3,9.4,VAN,1,6.0
2.4,4,3,11.5,9.3,VAN,1,6.0
3.3,6,3,14.0,10.1,VAN,1,6.0
3.3,6,3,13.2,9.3,VAN,1,6.0
1.6,4,3,9.4,7.8,MIDDLE,1,6.0
1.6,4,3,9.7,7.8,MIDDLE,2,6.0
2.0,4,3,9.5,7.8,MIDDLE,1,6.0
1.6,4,3,9.1,7.7,MIDDLE,4,7.0
2.4,4,3,10.4,8.0,VAN,1,6.0
2.0,4,3,11.9,10.2,VAN,1,6.0
2.4,4,3,11.3,9.5,VAN,1,6.0
6.5,12,1,22.2,12.7,SMALL,4,7.0
6.5,12,1,23.9,14.5,SMALL,4,7.0
6.5,12,1,23.0,13.5,SMALL,4,7.0
2.0,4,1,12.0,9.2,VAN,1,9.0
2.0,4,1,11.3,8.0,VAN,1,9.0
2.0,4,1,12.0,8.5,VAN,1,9.0
3.5,6,3,11.4,7.7,MIDDLE,1,6.0
3.5,6,1,12.4,9.2,MIDDLE,1,6.0
3.5,6,1,8.0,6.9,MIDDLE,3,8.0
4.6,8,1,16.0,12.9,VAN,1,6.0
2.0,4,1,10.6,7.3,SMALL,1,8.0
3.5,6,1,12.6,9.2,SMALL,1,6.0
4.6,8,1,15.1,10.3,MIDDLE,1,8.0
5.7,8,1,18.2,13.0,VAN,1,8.0
2.0,4,1,10.7,8.5,VAN,1,6.0
2.0,4,1,10.8,8.9,VAN,1,6.0
2.5,4,3,7.2,7.9,VAN,3,6.0
3.5,6,1,12.6,9.2,SMALL,1,6.0
3.5,6,3,12.2,9.0,VAN,1,8.0
3.5,6,1,7.5,8.4,VAN,3,6.0
2.7,6,3,14.0,9.5,MIDDLE,1,6.0
3.0,6,3,14.4,9.7,MIDDLE,1,6.0
3.7,6,3,14.3,9.7,MIDDLE,1,6.0
2.0,4,3,12.3,9.3,VAN,1,6.0
2.0,4,3,12.1,9.3,VAN,1,6.0
2.3,4,3,13.1,9.4,VAN,1,6.0
2.7,6,3,14.1,9.8,VAN,1,6.0
2.0,4,3,11.2,7.6,MIDDLE,1,6.0
3.0,6,3,13.4,8.7,MIDDLE,1,6.0
2.0,4,3,11.8,8.4,MIDDLE,1,6.0
3.0,6,3,14.0,9.2,MIDDLE,1,6.0
2.0,4,3,5.7,6.2,MIDDLE,3,0.0
3.5,6,3,16.1,12.4,VAN,1,6.0
3.0,6,1,14.1,9.8,MIDDLE,1,8.0
3.0,6,1,14.7,10.0,MIDDLE,1,8.0
3.0,6,1,14.7,9.9,MIDDLE,1,8.0
4.7,8,1,18.2,11.4,SMALL,1,6.0
4.7,8,1,18.2,11.6,SMALL,1,6.0
3.0,6,1,16.8,11.9,VAN,1,8.0
3.0,6,1,16.8,12.4,VAN,1,8.0
3.8,8,1,16.1,10.8,MIDDLE,1,8.0
3.0,6,1,14.9,10.3,MIDDLE,1,8.0
3.0,6,1,15.0,10.3,MIDDLE,1,8.0
2.0,4,3,8.2,6.9,SMALL,1,6.0
2.0,4,3,8.8,7.5,SMALL,1,6.0
2.0,4,3,9.4,7.4,VAN,2,6.0
2.5,4,3,9.8,7.7,VAN,1,6.0
2.5,4,3,10.2,8.3,VAN,1,6.0
2.5,4,3,10.6,8.4,VAN,1,6.0
2.5,4,3,11.5,8.9,VAN,1,6.0
2.0,4,3,8.4,6.4,SMALL,1,6.0
2.0,4,3,8.5,6.2,SMALL,2,6.0
2.5,4,3,8.8,6.6,SMALL,1,6.0
2.5,4,3,8.5,6.4,SMALL,1,6.0
2.5,4,3,9.3,6.9,SMALL,2,6.0
2.0,4,3,8.4,6.4,MIDDLE,1,6.0
2.0,4,3,8.6,6.4,MIDDLE,2,6.0
2.5,4,3,9.0,6.7,MIDDLE,1,6.0
2.5,4,3,8.7,6.6,MIDDLE,1,6.0
2.5,4,3,9.6,7.0,MIDDLE,2,6.0
2.5,4,3,10.8,8.2,LARGE,1,5.0
2.5,4,3,11.1,8.3,LARGE,2,6.0
2.5,4,3,9.1,6.7,MIDDLE,1,6.0
2.5,4,3,8.9,6.7,MIDDLE,1,6.0
2.5,4,3,9.8,6.9,MIDDLE,2,6.0
2.0,4,1,9.0,6.7,SMALL,1,6.0
2.0,4,1,8.9,7.1,SMALL,2,6.0
4.0,8,1,13.4,9.6,SMALL,1,7.0
4.0,8,1,14.0,10.1,SMALL,1,7.0
4.0,8,1,13.8,10.1,SMALL,1,7.0
2.0,4,1,10.7,7.6,SMALL,1,7.0
5.5,8,1,20.0,16.6,VAN,1,7.0
6.0,12,1,22.2,18.0,VAN,1,7.0
2.0,4,1,11.3,8.5,VAN,1,7.0
3.0,6,1,17.4,11.1,VAN,5,9.0
3.0,6,1,13.6,10.1,VAN,5,9.0
5.5,8,1,17.3,13.5,VAN,1,7.0
4.0,8,1,14.5,10.8,SMALL,1,7.0
5.5,8,1,16.4,10.6,SMALL,1,7.0
5.5,8,1,15.3,10.2,SMALL,1,7.0
6.0,12,1,17.6,10.9,MIDDLE,1,7.0
6.0,12,1,17.1,11.0,SMALL,1,7.0
6.0,12,1,18.7,11.6,SMALL,1,7.0
6.0,12,1,17.6,10.8,SMALL,1,7.0
3.0,6,1,11.6,8.2,SMALL,5,9.0
2.0,4,1,9.7,6.6,MIDDLE,1,7.0
2.0,4,1,10.8,8.0,SMALL,5,9.0
2.0,4,1,10.4,8.0,SMALL,1,7.0
2.0,4,1,9.6,6.4,SMALL,1,7.0
4.7,8,1,13.6,9.4,SMALL,5,9.0
2.0,4,1,10.8,8.1,MIDDLE,5,9.0
3.0,6,1,11.8,8.6,MIDDLE,5,9.0
3.0,6,1,12.4,9.3,VAN,5,9.0
4.0,8,1,19.0,16.6,VAN,1,7.0
2.0,4,1,10.3,7.6,VAN,1,7.0
2.0,4,4,13.6,10.0,VAN,1,7.0
2.0,4,1,11.1,8.5,VAN,5,9.0
3.0,6,1,13.1,10.1,VAN,5,9.0
4.7,8,1,15.3,11.3,VAN,5,9.0
3.0,6,1,14.4,11.4,VAN,5,9.0
4.7,8,1,16.7,12.9,VAN,5,9.0
6.0,12,1,18.2,11.0,MIDDLE,1,7.0
2.0,4,1,11.1,9.1,LARGE,1,7.0
2.0,4,1,11.5,9.3,LARGE,1,7.0
4.7,8,1,14.3,9.2,MIDDLE,5,9.0
4.7,8,1,14.3,9.2,MIDDLE,5,9.0
4.7,8,1,13.9,9.3,SMALL,5,9.0
4.7,8,1,14.1,9.3,SMALL,5,9.0
6.0,12,1,17.5,10.8,MIDDLE,1,7.0
3.0,6,1,11.5,8.4,SMALL,5,9.0
4.7,8,1,13.6,9.5,SMALL,5,9.0
2.0,4,1,9.5,7.2,SMALL,5,9.0
1.5,3,1,8.8,6.8,SMALL,1,6.0
1.5,3,1,8.5,6.2,SMALL,2,6.0
1.5,3,1,8.5,6.3,SMALL,2,6.0
1.5,3,1,9.5,7.2,MIDDLE,1,6.0
1.5,3,1,9.6,7.0,MIDDLE,2,6.0
1.5,3,1,10.2,7.8,MIDDLE,1,8.0
1.5,3,1,10.6,7.4,MIDDLE,2,6.0
1.5,3,1,8.8,6.8,SMALL,1,6.0
1.5,3,1,8.5,6.3,SMALL,2,6.0
1.5,3,1,10.3,7.9,MIDDLE,1,8.0
2.0,4,1,9.3,7.2,SMALL,1,6.0
2.0,4,1,10.2,7.3,SMALL,2,6.0
2.0,4,1,10.0,7.2,MIDDLE,1,8.0
2.0,4,1,10.8,7.7,MIDDLE,2,6.0
2.0,4,1,10.2,7.4,MIDDLE,1,8.0
2.0,4,1,11.4,7.8,MIDDLE,2,6.0
2.0,4,1,9.4,7.2,SMALL,1,6.0
2.0,4,1,10.2,7.3,SMALL,2,6.0
2.0,4,1,11.3,7.7,MIDDLE,2,6.0
2.0,4,1,10.8,7.7,SMALL,2,6.0
2.0,4,3,8.7,6.9,SMALL,3,6.0
2.0,4,3,9.7,7.1,SMALL,2,5.0
2.4,4,3,9.9,7.7,SMALL,3,6.0
2.4,4,3,10.5,7.8,SMALL,2,5.0
2.4,4,3,10.2,7.9,SMALL,3,6.0
2.0,4,3,9.3,7.2,MIDDLE,3,6.0
2.0,4,3,9.9,7.3,MIDDLE,2,5.0
1.2,3,3,6.4,5.5,SMALL,3,0.0
1.2,3,3,7.1,5.8,SMALL,2,5.0
1.2,3,3,6.9,5.7,SMALL,3,0.0
1.2,3,3,7.2,5.9,SMALL,2,5.0
2.4,4,3,9.2,7.5,VAN,3,6.0
2.4,4,3,9.8,8.1,VAN,3,6.0
3.0,6,1,11.9,8.5,VAN,1,6.0
2.0,4,3,9.7,7.8,VAN,3,6.0
2.0,4,3,10.3,8.2,VAN,2,5.0
2.0,4,3,10.1,8.2,VAN,3,6.0
3.7,6,1,12.6,9.3,SMALL,1,7.0
3.7,6,1,13.0,9.7,SMALL,1,7.0
2.5,4,3,8.8,6.0,MIDDLE,3,0.0
3.5,6,3,10.6,7.3,MIDDLE,3,7.0
2.5,4,3,8.8,6.5,MIDDLE,3,7.0
5.6,8,3,17.5,12.9,VAN,1,7.0
2.5,4,3,13.5,10.5,LARGE,5,5.0
2.5,4,3,12.2,10.4,LARGE,2,5.0
4.0,6,3,14.8,10.6,LARGE,5,5.0
4.0,6,3,15.8,11.5,LARGE,5,5.0
4.0,6,3,15.1,11.5,LARGE,2,6.0
3.8,6,1,14.5,10.7,SMALL,4,6.0
1.6,4,1,8.5,7.5,MIDDLE,3,7.0
1.6,4,1,8.6,7.2,MIDDLE,2,6.0
1.6,4,1,9.0,7.8,MIDDLE,3,7.0
1.6,4,1,9.0,7.6,MIDDLE,2,6.0
1.6,4,1,9.5,8.3,MIDDLE,3,8.0
3.5,6,1,11.1,7.8,MIDDLE,3,7.0
1.6,4,3,8.9,6.8,SMALL,5,4.0
1.6,4,3,8.7,6.8,SMALL,2,5.0
3.5,6,3,11.0,8.3,VAN,3,7.0
3.5,6,3,11.2,8.4,VAN,3,7.0
3.5,6,3,11.6,8.5,VAN,3,0.0
3.5,6,3,12.1,8.9,VAN,3,0.0
3.5,6,3,12.4,9.2,VAN,3,0.0
2.0,4,3,8.8,7.3,MIDDLE,3,0.0
2.0,4,3,10.0,8.1,MIDDLE,2,6.0
2.0,4,3,9.1,7.5,MIDDLE,3,0.0
2.5,4,3,9.2,7.0,VAN,3,0.0
2.5,4,3,9.6,7.4,VAN,3,0.0
1.6,4,1,8.9,7.3,MIDDLE,3,7.0
1.6,4,1,9.1,7.3,MIDDLE,2,6.0
1.8,4,3,8.1,6.3,MIDDLE,3,0.0
1.8,4,3,9.0,6.8,MIDDLE,2,6.0
1.6,4,1,9.4,7.8,MIDDLE,3,7.0
1.6,4,1,9.5,7.6,MIDDLE,2,6.0
5.6,8,3,15.0,11.2,LARGE,1,7.0
5.6,8,3,15.2,11.1,LARGE,1,7.0
5.6,8,3,16.0,12.0,LARGE,1,7.0
1.6,4,3,7.6,6.2,MIDDLE,3,0.0
1.6,4,3,8.6,6.6,MIDDLE,2,5.0
3.0,6,1,10.6,8.0,SMALL,4,7.0
3.0,6,1,11.8,8.1,SMALL,2,7.0
3.0,6,1,10.8,8.3,SMALL,4,7.0
3.0,6,1,12.0,8.2,SMALL,2,7.0
3.0,6,1,10.8,8.3,SMALL,4,7.0
3.0,6,1,12.1,8.3,SMALL,2,7.0
3.0,6,1,10.8,8.4,SMALL,4,7.0
3.0,6,1,12.1,8.3,SMALL,2,7.0
3.0,6,1,10.7,8.3,SMALL,4,7.0
3.0,6,1,11.0,8.4,SMALL,4,7.0
3.0,6,1,12.2,8.5,SMALL,2,7.0
3.0,6,1,11.0,8.5,SMALL,4,7.0
3.0,6,1,12.1,8.4,SMALL,2,7.0
3.0,6,1,10.9,8.5,SMALL,4,7.0
3.0,6,1,10.9,8.4,SMALL,4,7.0
3.0,6,1,11.1,8.6,SMALL,4,7.0
3.8,6,1,12.6,9.9,SMALL,4,7.0
3.8,6,1,12.6,9.9,SMALL,4,7.0
2.0,4,1,10.5,8.0,SMALL,4,7.0
2.0,4,1,11.0,8.3,SMALL,2,6.0
2.5,4,1,11.0,8.4,SMALL,4,7.0
2.5,4,1,12.1,9.0,SMALL,2,6.0
3.6,6,1,12.9,9.7,VAN,5,8.0
3.6,6,1,13.6,10.2,VAN,5,8.0
3.6,6,1,13.9,9.6,VAN,5,8.0
3.6,6,1,14.5,10.4,VAN,5,8.0
2.0,4,1,11.6,9.3,VAN,5,7.0
3.0,6,1,13.8,10.3,VAN,5,7.0
3.6,6,3,13.9,9.6,LARGE,5,8.0
3.6,6,4,19.7,13.8,LARGE,5,8.0
5.7,8,3,17.0,12.0,LARGE,5,6.0
5.7,8,3,15.7,11.0,LARGE,5,8.0
3.0,6,2,11.8,8.6,LARGE,5,8.0
3.6,6,3,14.5,10.2,LARGE,5,8.0
3.6,6,4,20.7,14.7,LARGE,5,8.0
5.7,8,3,17.5,12.7,LARGE,5,6.0
5.7,8,3,16.1,11.5,LARGE,5,8.0
3.0,6,2,12.3,8.8,LARGE,5,8.0
2.4,4,3,11.2,8.3,LARGE,5,9.0
6.6,12,1,20.0,12.6,SMALL,1,8.0
6.6,12,1,20.0,12.6,MIDDLE,1,8.0
6.7,12,1,20.7,12.7,MIDDLE,1,8.0
6.7,12,1,20.7,12.7,SMALL,1,8.0
6.7,12,1,20.6,12.8,SMALL,1,8.0
6.6,12,1,19.0,12.5,MIDDLE,1,8.0
0.9,3,1,7.0,6.3,SMALL,4,6.0
2.0,4,1,9.7,7.2,SMALL,1,6.0
2.0,4,1,11.1,8.0,SMALL,2,6.0
2.0,4,3,9.1,7.2,VAN,3,6.0
2.0,4,3,10.3,7.8,VAN,2,5.0
2.0,4,1,10.2,8.6,VAN,3,8.0
2.5,4,3,9.2,7.4,VAN,3,6.0
2.5,4,3,10.9,8.3,VAN,2,6.0
2.0,4,3,8.3,6.4,MIDDLE,3,7.0
2.0,4,3,10.0,7.5,MIDDLE,2,5.0
2.0,4,3,8.4,6.5,MIDDLE,3,7.0
2.0,4,3,10.1,7.7,MIDDLE,2,5.0
2.5,4,3,9.3,7.0,MIDDLE,3,6.0
2.5,4,3,10.7,7.9,MIDDLE,2,6.0
3.6,6,3,11.9,8.3,MIDDLE,3,6.0
2.5,4,3,9.4,7.3,VAN,3,6.0
2.5,4,3,11.0,8.3,VAN,2,6.0
3.6,6,3,12.0,8.7,VAN,3,6.0
2.0,4,1,12.5,9.6,SMALL,3,8.0
2.0,4,1,11.3,8.5,SMALL,2,6.0
4.0,6,3,14.3,12.0,VAN,1,5.0
2.0,4,1,9.9,7.3,SMALL,1,6.0
2.0,4,1,11.3,8.3,SMALL,2,6.0
2.5,4,3,9.8,7.1,MIDDLE,1,6.0
3.5,6,3,11.0,7.8,MIDDLE,1,6.0
2.5,4,3,5.6,6.2,MIDDLE,3,0.0
2.5,4,3,5.8,6.3,MIDDLE,3,0.0
1.8,4,3,8.3,6.5,MIDDLE,3,0.0
1.8,4,3,8.3,6.7,MIDDLE,3,7.0
1.8,4,3,8.4,6.5,MIDDLE,2,6.0
1.8,4,3,7.8,5.9,MIDDLE,3,0.0
1.8,4,3,8.0,6.3,MIDDLE,3,0.0
1.8,4,3,8.3,6.5,MIDDLE,3,7.0
1.8,4,3,8.8,6.8,MIDDLE,2,6.0
3.5,6,3,11.8,8.7,VAN,1,8.0
3.5,6,3,12.1,9.0,VAN,1,8.0
3.5,6,3,12.0,8.9,VAN,1,8.0
3.5,6,3,11.7,8.8,VAN,1,8.0
3.5,6,3,8.1,8.5,VAN,3,6.0
1.8,4,3,4.4,4.6,MIDDLE,3,0.0
1.5,4,3,4.9,5.5,SMALL,3,0.0
1.8,4,3,5.5,6.0,VAN,3,0.0
2.5,4,3,10.3,8.0,VAN,1,6.0
2.5,4,3,10.0,7.8,VAN,1,6.0
2.5,4,3,10.5,8.3,VAN,1,6.0
2.5,4,3,10.7,8.4,VAN,1,6.0
2.5,4,3,6.9,7.8,VAN,3,6.0
5.7,8,3,18.7,13.8,VAN,1,6.0
3.5,6,3,12.5,8.9,LARGE,1,8.0
3.5,6,3,13.4,9.6,LARGE,1,8.0
2.7,4,3,12.1,10.1,LARGE,1,6.0
3.5,6,3,12.6,10.0,LARGE,1,6.0
2.7,4,3,12.7,10.6,LARGE,1,6.0
3.5,6,3,13.2,10.7,LARGE,1,6.0
3.5,6,3,13.8,11.6,LARGE,2,6.0
4.6,8,3,15.8,12.3,LARGE,1,6.0
5.7,8,3,17.2,12.9,LARGE,1,6.0
4.6,8,3,16.8,12.6,LARGE,1,6.0
5.7,8,3,18.1,13.9,LARGE,1,6.0
1.5,4,3,7.3,5.8,SMALL,1,6.0
1.5,4,3,7.8,6.0,SMALL,2,6.0
1.5,4,3,7.9,6.8,SMALL,5,4.0
1.5,4,3,7.8,6.5,SMALL,2,5.0
1.8,4,3,9.7,7.2,SMALL,1,6.0
1.8,4,3,9.5,7.1,SMALL,2,5.0
1.8,4,3,9.6,7.5,SMALL,1,6.0
1.8,4,3,9.7,7.2,SMALL,1,6.0
3.6,6,3,13.9,9.3,SMALL,1,6.0
1.8,4,3,9.4,6.7,SMALL,1,6.0
1.8,4,3,9.3,6.6,SMALL,2,5.0
2.0,4,3,9.6,7.2,SMALL,4,6.0
2.0,4,3,9.7,7.0,SMALL,2,6.0
1.8,4,3,10.6,8.0,MIDDLE,4,6.0
1.8,4,3,9.3,6.9,MIDDLE,1,6.0
1.8,4,3,9.6,6.8,MIDDLE,2,5.0
1.4,4,3,8.5,6.2,SMALL,1,6.0
1.8,4,3,9.4,6.8,SMALL,4,6.0
2.0,4,3,9.8,7.4,SMALL,1,6.0
2.0,4,3,10.2,7.2,SMALL,2,6.0
1.8,4,3,10.1,7.0,MIDDLE,1,6.0
3.6,6,3,11.9,8.5,MIDDLE,4,6.0
2.0,4,1,11.7,9.6,VAN,1,6.0
2.0,4,1,12.0,10.0,VAN,1,6.0
3.6,6,3,13.8,10.4,VAN,1,8.0
2.0,4,3,9.6,7.0,SMALL,1,8.0
2.0,4,3,10.7,7.8,SMALL,1,8.0
2.0,4,1,10.9,7.7,SMALL,1,8.0
2.0,4,1,11.8,8.5,SMALL,1,8.0
2.0,4,3,10.8,7.8,SMALL,1,8.0
2.0,4,1,10.1,7.0,MIDDLE,1,8.0
2.0,4,1,10.8,7.6,MIDDLE,1,8.0
2.0,4,3,9.6,7.0,MIDDLE,1,8.0
2.0,4,3,10.7,7.8,MIDDLE,1,8.0
2.0,4,1,10.9,7.7,MIDDLE,1,8.0
2.0,4,1,11.8,8.5,MIDDLE,1,8.0
2.0,4,3,10.8,7.8,MIDDLE,1,8.0
2.0,4,1,10.1,7.0,VAN,1,8.0
2.0,4,1,10.8,7.6,VAN,1,8.0
2.0,4,1,10.7,7.9,VAN,1,8.0
2.0,4,3,10.4,7.8,VAN,1,8.0
2.0,4,3,11.3,8.4,VAN,1,8.0
2.0,4,1,11.7,8.7,VAN,1,8.0
2.0,4,1,11.5,9.6,VAN,1,8.0
3.5,6,1,8.4,8.2,MIDDLE,4,7.0
2.4,4,1,10.0,7.1,SMALL,4,8.0
2.4,4,1,10.2,7.4,SMALL,4,8.0
3.5,6,1,11.4,7.7,SMALL,1,9.0
3.5,6,1,12.0,8.2,SMALL,1,9.0
2.0,4,1,10.8,8.3,VAN,5,8.0
2.9,6,1,14.1,10.4,VAN,5,8.0
4.0,8,1,13.0,9.8,SMALL,5,8.0
6.0,12,1,16.7,10.9,SMALL,5,8.0
6.0,12,1,17.5,11.4,SMALL,5,8.0
2.0,4,1,10.0,7.0,SMALL,4,7.0
2.0,4,1,9.9,7.1,SMALL,2,6.0
2.0,4,1,10.5,7.9,MIDDLE,4,7.0
2.0,4,1,10.0,7.0,SMALL,4,7.0
2.0,4,1,9.9,7.1,SMALL,2,6.0
2.0,4,1,10.0,7.0,MIDDLE,4,7.0
2.0,4,1,10.6,7.5,MIDDLE,1,8.0
3.0,6,1,11.5,8.2,MIDDLE,1,8.0
3.0,6,1,12.6,8.0,MIDDLE,1,8.0
4.0,8,1,15.1,9.1,MIDDLE,1,8.0
2.0,4,1,11.6,8.3,SMALL,1,6.0
2.0,4,1,10.4,8.6,VAN,1,7.0
2.0,4,1,12.2,9.5,VAN,1,8.0
5.2,10,1,16.0,9.5,SMALL,4,7.0
5.2,10,1,17.1,11.3,SMALL,4,7.0
2.5,5,1,12.4,8.3,SMALL,4,7.0
2.9,6,1,12.9,8.9,SMALL,4,8.0
4.0,8,1,17.0,9.6,MIDDLE,1,8.0
2.0,4,1,10.6,8.3,SMALL,4,7.0
3.0,6,1,11.5,8.0,SMALL,4,8.0
3.0,6,1,11.5,8.0,SMALL,4,8.0
3.0,6,1,11.9,8.1,SMALL,4,8.0
3.0,6,1,11.5,8.0,MIDDLE,4,8.0
4.0,8,1,15.0,10.0,MIDDLE,4,7.0
4.0,8,1,16.2,9.9,MIDDLE,1,8.0
3.0,6,1,12.7,10.0,VAN,4,8.0
2.5,5,1,12.3,8.2,SMALL,4,7.0
6.0,12,1,20.4,12.0,SMALL,1,8.0
4.0,8,1,18.8,10.7,MIDDLE,1,8.0
6.0,12,1,20.4,12.0,MIDDLE,1,8.0
6.8,8,1,20.9,13.0,MIDDLE,1,8.0
2.0,4,1,10.2,7.2,SMALL,1,8.0
2.0,4,1,9.9,7.1,SMALL,1,8.0
2.0,4,2,7.8,5.9,SMALL,1,8.0
2.0,4,2,7.8,5.9,MIDDLE,1,8.0
2.0,4,1,10.2,7.2,SMALL,1,8.0
2.0,4,1,10.2,7.2,MIDDLE,1,8.0
2.0,4,1,10.2,7.2,MIDDLE,1,8.0
3.0,6,1,9.2,6.2,SMALL,1,8.0
3.0,6,1,12.1,8.1,SMALL,2,6.0
3.0,6,1,11.1,7.5,SMALL,1,8.0
3.0,6,1,12.2,8.4,SMALL,2,6.0
3.0,6,1,11.8,7.9,MIDDLE,1,8.0
2.0,4,1,10.7,7.3,SMALL,1,8.0
3.0,6,1,11.8,7.9,SMALL,1,8.0
2.0,4,1,10.2,7.2,MIDDLE,1,8.0
3.0,6,1,11.6,8.1,MIDDLE,1,8.0
3.0,6,1,12.3,8.4,SMALL,1,8.0
3.0,6,1,12.3,8.4,SMALL,1,8.0
3.0,6,1,11.9,8.4,MIDDLE,1,8.0
4.4,8,1,14.7,9.6,SMALL,1,8.0
4.4,8,1,14.0,10.0,SMALL,1,8.0
4.4,8,1,14.7,9.6,SMALL,1,8.0
4.4,8,1,14.7,9.6,MIDDLE,1,8.0
4.4,8,1,14.3,9.4,MIDDLE,1,8.0
3.0,6,1,10.9,7.7,SMALL,1,8.0
3.0,6,1,12.7,8.7,SMALL,2,6.0
3.0,6,1,12.5,8.4,SMALL,2,6.0
3.0,6,1,11.2,7.8,SMALL,1,8.0
3.0,6,1,13.5,9.9,SMALL,4,7.0
3.0,6,1,13.5,9.3,SMALL,2,6.0
3.0,6,1,14.5,10.5,SMALL,4,7.0
3.0,6,1,13.8,9.4,SMALL,2,6.0
4.4,8,1,14.3,9.4,MIDDLE,1,8.0
4.4,8,1,17.3,11.6,SMALL,4,7.0
4.4,8,1,17.3,11.6,SMALL,4,7.0
2.0,4,1,10.7,7.5,VAN,1,8.0
2.0,4,1,11.0,7.7,VAN,1,8.0
2.0,4,1,10.8,8.0,VAN,1,8.0
3.0,6,1,11.7,8.6,VAN,1,8.0
3.0,6,1,12.9,9.5,VAN,1,8.0
3.0,6,2,10.3,8.0,VAN,1,8.0
4.4,8,1,15.4,11.2,VAN,1,8.0
8.0,16,1,26.8,16.6,SMALL,4,7.0
3.6,6,3,12.9,9.0,VAN,1,9.0
3.6,6,3,13.8,9.4,VAN,1,9.0
1.4,4,3,9.9,7.8,VAN,1,6.0
1.4,4,3,9.0,7.6,VAN,1,6.0
2.5,4,3,11.1,8.6,VAN,5,6.0
3.6,6,3,11.3,7.9,MIDDLE,1,9.0
2.5,4,3,9.3,6.7,MIDDLE,5,6.0
3.6,6,3,11.8,8.0,MIDDLE,1,9.0
2.0,4,1,10.7,7.4,MIDDLE,1,9.0
2.0,4,1,11.0,8.0,MIDDLE,1,8.0
3.6,6,3,12.4,8.7,MIDDLE,1,9.0
2.0,4,1,10.5,7.7,SMALL,1,8.0
2.0,4,1,12.0,8.2,SMALL,2,6.0
3.6,6,3,12.1,8.6,SMALL,1,8.0
3.6,6,1,13.9,9.4,SMALL,1,8.0
2.0,4,1,11.0,7.8,MIDDLE,1,8.0
3.6,6,3,13.0,8.9,MIDDLE,1,8.0
2.0,4,1,11.0,7.8,MIDDLE,1,8.0
3.6,6,3,12.1,8.6,MIDDLE,1,8.0
3.6,6,1,15.0,9.9,MIDDLE,1,8.0
6.2,8,1,16.6,10.9,VAN,5,10.0
3.6,6,3,12.1,8.9,VAN,1,8.0
3.6,6,3,12.8,9.3,VAN,1,8.0
2.0,4,1,10.8,7.6,SMALL,1,8.0
2.0,4,1,11.9,7.9,SMALL,2,6.0
3.6,6,3,12.3,8.2,SMALL,1,8.0
6.2,8,1,18.8,11.3,SMALL,1,10.0
6.2,8,1,17.1,12.0,SMALL,2,6.0
2.0,4,3,9.8,8.8,LARGE,3,0.0
2.5,4,3,12.1,9.2,LARGE,5,6.0
2.5,4,3,11.9,9.2,LARGE,2,6.0
2.8,4,2,10.8,8.0,LARGE,5,6.0
2.5,4,3,12.6,9.8,LARGE,5,6.0
2.8,4,2,12.1,8.3,LARGE,5,6.0
3.6,6,3,14.1,10.0,LARGE,5,8.0
6.2,8,1,15.5,9.2,SMALL,1,8.0
1.4,4,3,8.0,5.9,SMALL,1,6.0
1.4,4,3,8.6,5.8,SMALL,2,6.0
1.6,4,2,7.7,5.0,SMALL,5,9.0
1.6,4,2,7.8,4.6,SMALL,2,6.0
1.4,4,3,8.1,6.2,MIDDLE,1,6.0
1.4,4,3,8.6,6.2,MIDDLE,2,6.0
1.4,4,3,8.4,6.4,MIDDLE,1,6.0
1.6,4,2,7.8,5.2,MIDDLE,5,9.0
1.6,4,2,8.1,4.9,MIDDLE,2,6.0
1.5,4,3,9.2,7.3,VAN,5,6.0
1.6,4,2,8.5,6.0,VAN,5,6.0
1.5,4,3,9.8,7.9,VAN,5,6.0
1.6,4,2,8.5,6.1,VAN,5,6.0
2.0,4,1,10.9,8.3,VAN,5,9.0
3.6,6,3,12.7,8.5,MIDDLE,1,6.0
3.6,6,4,17.2,11.6,MIDDLE,1,6.0
1.5,4,3,8.8,6.5,MIDDLE,5,6.0
2.0,4,1,10.5,7.4,MIDDLE,5,9.0
4.3,6,3,13.4,10.0,LARGE,5,6.0
5.3,8,4,19.7,13.9,LARGE,5,6.0
5.3,8,3,14.9,10.9,LARGE,5,8.0
5.3,8,3,13.4,10.0,LARGE,5,8.0
4.3,6,4,20.2,15.2,LARGE,5,6.0
5.3,8,4,21.0,15.0,LARGE,5,6.0
5.3,8,3,15.6,11.6,LARGE,5,8.0
6.2,8,1,16.0,11.7,LARGE,5,8.0
1.8,4,3,9.3,7.0,SMALL,1,6.0
1.8,4,3,9.2,6.8,SMALL,2,5.0
1.8,4,3,9.3,7.0,MIDDLE,1,6.0
1.8,4,3,9.2,6.8,MIDDLE,2,5.0
1.4,4,3,8.0,6.0,SMALL,2,5.0
5.3,8,4,19.8,13.9,VAN,5,6.0
5.3,8,3,15.3,10.9,VAN,5,6.0
5.3,8,3,15.3,10.9,VAN,5,6.0
5.3,8,4,22.3,15.7,VAN,5,6.0
6.2,8,1,16.4,10.7,VAN,5,10.0
2.0,4,1,11.7,9.0,VAN,5,9.0
3.6,6,3,12.9,8.7,VAN,1,9.0
3.6,6,3,13.7,9.4,VAN,1,9.0
3.6,6,4,17.1,10.6,MIDDLE,5,8.0
